	Aneurysm	Atherosclerosis	Cardiac Dysrhythmia	Cerebrovascular Disease	Deep Vein Thrombosis	General Hypertension	Non-Specific Cardiovascular Disease	Non-Specified Cardiac Ischemia	Pulmonary Heart Disease	Brain Damage	Epilepsy Related Disorders	Motor Neuron Disease	Parkinsons Disease	Spinal Chord Degeneration	Hepatobiliary Congenital Anomaly	Non-Specific Digestive Congenital Anomaly	Non-Specific Neurologic Congenital Anomaly	Pubertal Dysfunction	Diverticulosis Diverticulitis	Functional Digestive Disorder	Hirschsprungs Disease	IBS	Non-Specific Gastrointestinal Disorder	Pancreatic Disease	Growth Hormone Deficiency	Hyperaldosteronism	Type II Diabetes Mellitus	Unspecified Diabetes Mellitus	General Thrombocytopenia	Hereditary Hemoglobin Disease	Purpura Other Hemorrhagic Conditions	Spleen Disease	Biliary Tract Disease	Chronic Liver Disease	Non-Specific Liver Disease	Allergic Rhinitis	Asthma	Atopic Contact Dermatitis	Autoimmune Lymphoproliferative Syndrome	Behcets Syndrome	Common Variable Immunodeficiency	Crohns Disease	Eye Inflammation	Familial Mediterranean Fever	Gastritis Duodenitis	Graves Disease	IgA Immunodeficiency	Inflammatory Spondylopathies	Lupus Erythematosus	Multiple Sclerosis Other Demyelinating Disease	Myasthenia Gravis	Non-Specific Immune-Related Skin Disorder	Psoriasis Related Disorders	Reactive Arthritis	Rheumatoid Arthritis Related Conditions	Sjogrens Syndrome	Thyroiditis	Type I Diabetes Mellitus	Ulcerative Colitis	Unspecified Hepatitis	Unspecified Immune Deficiency	Acute Bronchitis	Arthropod-Borne Diseases	Encephalitis	Escherichia Coli Infection	Gastrointestinal Infection	General Viral Infection	HIV	Influenza	Other Viral Hepatitis	Parasitic Infection	Poliomyelitis	Tuberculosis	Viral Hepatitis C	Acne	Alopecia	Non-Specific Soft Tissue Disorder	Radiation Sensitivity	Copper Metabolism Disorder	Gout Related Crystal Arthropathies	Malnutrition	Metabolic Syndrome X	Unspecified Hyperlipidemia	Abnormal Spine Curvature	General Spondylosis Spine Disorder	Osteoporosis	Benign Colon Neoplasm	Benign Uterine Neoplasm	Breast Cancer	Colorectal Cancer	Hepatobiliary Cancer	Lung Cancer	Lymphoid Leukemia	Melanoma	Pancreatic Cancer	Stomach Cancer	Thyroid Cancer	ADHD	Adjustment Disorder	Alzheimers Disease	Autism	Bipolar Disorder	Depression	Eating Disorder	Migraine	PTSD	Schizophrenia Related Psychosis	Sleep Disorder	Substance Abuse	Unspecified Childhood Psychoses	Neonatal Disease	Corneal Disorders	Glaucoma	Macular Degeneration	Gestational Pregnancy Related Disorder	Menopausal Disorder	Cystic Fibrosis	Non-Specific Pulmonary Disorder	Sleep Apnea	Chronic Kidney Disease	Nephrotic Syndrome	Non-Specific Nephropathy	Urinary Calculus
ITFs	0.0034427595054517	0.0602939207155372	-0.0067544362588779	-0.00310522535255384	-0.00243975476072906	0.052512490700465	0.0142390252331718	0.0169133233360188	0.0210260289546211	-0.000767949819025695	-0.0161805712344234	-0.0461083459610372	-0.0662023839789356	0.00295463951168291	-0.00945291435540271	0.00142933219641898	0.0599486440861551	-0.00082171105233587	-0.00151014904744608	-0.000389954351765213	0.174059222773877	0.00394460000041347	0.000581669112057997	0.0280973580399942	-0.0823563722096296	0.00862295871633882	0.0137316447640163	-0.00367072698377809	0.0167865938079777	0.0189987923667772	0.00598215968732733	-0.00089064109069645	0.0982720663474974	-0.0269697129561449	0.0203305966983134	-0.0112976902751352	0.313850347319641	-0.198890452781033	0.466397739043607	0.0219570997228218	-0.00519172525530262	0.0810515380651051	0.0130742869495165	-0.067231656716044	-0.0263288486654137	0.0193963301623008	-0.000253302019958561	0.173672756366112	-0.0103475273216167	0.0169376472086676	-0.000909559092743005	-0.000341144660166643	-0.0107617575607495	-0.0141964353810397	0.11543429186521	-0.144586590716838	-0.0576615058742982	0.0431407274300553	0.106076596183579	0.0544609854440866	0.0612117866558463	-0.0974732597034688	-0.0449807938039403	-0.000544095965133807	-0.244544592259783	-0.000476991026188707	0.319532735639298	0.0137968434146619	0.075133277308936	0.0843276064244981	0.0219301572282232	-0.000759316181702321	-0.0134022797588234	0.0781061145410481	0.00230854231568393	0.000105523598003857	-0.05194342017195	-0.000455935674223537	-0.019686603628601	0.0146559589058295	-0.00266851373792851	-0.00393029532683949	0.000727265274974478	0.00101486832605804	0.0674293657854706	0.225468090654137	0.0232062272017989	-0.00173404007160553	-0.00518617099225767	-0.000584286609220889	-0.00899583987238984	-0.128421775616745	0.00749000386318513	0.00403448247904266	-0.0031253357052022	0.0413139950200779	-0.00785479096813835	0.0159760454034329	0.00523485801198443	-0.00299266515730541	-0.0912650722078115	0.0266067654629568	0.0985165069839931	-1.6343925195721e-05	-0.0556984211422917	0.0447461825994608	0.0638302047962093	0.00586452501580656	0.110049846692482	0.0927474123124003	-0.00685557591496871	0.195983796967997	0.000646772464362912	-0.0219255671636208	0.278257492715548	0.00552427745822055	0.00765131854272327	-0.0239667305035553	-0.0124658291241856	0.0477630852220633	0.00388055904615183	0.0729403083747956	0.00640021682060465
GOS	0.0546963944886865	0.109699050928884	0.0790734722070125	0.208200643857558	0.00676764121734492	0.0929072071591435	0.0268504908659395	0.0876856775836973	0.0890940491438836	-0.00272855162002057	-0.0886040804840378	0.0845739934299477	0.0699152747434079	-0.00219306867835974	0.0998445165058157	-9.7611372799126e-05	-0.0331152842762366	-0.00180748750533716	0.00118131057425371	0.103469902727897	0.0263615211211916	0.00266659610345581	-0.00468085097176431	0.0361752556927945	-0.12434785843278	-0.173042305987434	0.182225468003594	0.0569848578313036	-0.003526432956987	0.0207195210796942	0.0867577801248223	0.00733422404458259	0.20417483425916	0.20205512950173	0.160543919794004	0.0301912777004537	0.145464583360504	-0.00940534856607188	0.160032875000171	0.195667563843649	0.0796972004059866	0.149221244546719	-0.0161607859530629	-0.010260481046425	-0.231255755849153	-0.0315540199775883	-0.001978618814711	0.0696345547561007	0.0541131744204003	0.0584293496086235	-0.0157709520645924	-0.213826381920444	0.0136632116320339	-0.00998190633205544	0.0837357477471425	0.0337385374769589	-0.107374401373324	0.0218816772335597	0.213413448420089	0.17279415359636	0.228653822610424	-0.1814904744852	0.238857548793806	0.00510611370935617	-0.138479724660965	0.00567714762371138	0.108530280947789	0.00968554215566841	0.0330865148454614	0.068714582716465	-0.127448060763553	0.000828901893387807	0.0292314519399376	0.107433337173144	-0.0774577847668684	-0.162878585821781	-0.0880670613383826	0.00316228611527965	0.000817868298818821	0.0217629643553222	0.0629471120603088	0.0564379599962272	-0.000871415246652493	-0.00115301666937138	0.136524697459055	0.090348175579983	0.0141379096233869	0.000585741279408645	-0.00547720604874335	0.0171732560194115	0.0418729719620594	-0.167643185436801	0.0196835431380278	0.120801352597858	0.00120121876770543	0.0912845203411356	0.00745218639535588	-0.0161124085231734	0.0203045298365269	0.151250726858632	0.0163302185599946	0.0450843259511068	0.062762763878706	-0.0414854716484836	-0.0599111973463863	0.081018368328018	0.0382190076998384	0.0525225297903587	0.242421597991549	0.00823700861980001	0.0206237243069659	0.0835317943068771	-0.00103332706348926	-0.0611014594623007	0.0510086860660691	0.0467554898596594	-0.0201331261270613	-0.0199164565278933	-0.0637588403538149	-0.10679176428494	0.0305974994945799	0.0429872503495783	0.0176875120397428
RS	0.1588626855057	-0.368527687496562	0.100075042685457	0.0228812363322805	0.150757761070214	-0.151879993156559	0.0785962753515309	-0.124392707456262	-0.253850478412303	-0.110564733943533	-0.0393826354509118	0.0286657808271799	0.0316243190145078	-0.00846969271619185	-0.0473869125578133	-0.0380043712628855	-0.177524620817946	0.187120045045653	-0.437183938275548	-0.00139803399887639	0.0141245261532878	-0.00302250994986213	0.00389441538310428	-0.0390487340410904	-0.213028683911231	-0.0319392106496539	-0.00384348183945701	-0.115288272507143	-0.0616118241943104	-0.259116199653822	0.0203276182304417	-0.161348996794919	-0.111339794912744	-0.205107747897493	-0.167864571867543	-0.0155688659280153	-0.134847056827604	0.14220885752376	0.00892169817890995	-0.105673825757598	-0.189546061313493	-0.0812918922336944	0.000450357250926501	0.0777972969814735	-0.0678263205238655	-0.0298795553434966	-0.0489241262774582	-0.136524495354672	-0.193429089732135	-0.372736265598822	-0.0965186302827263	-0.0287284009443261	-0.154164832325877	0.0184734036629161	-0.0456741416647608	-0.0713527485250554	-0.0119649960620963	0.000111185470519652	-0.0756634546217719	-0.10972970871472	-0.287191747077641	-0.0262595050794843	-0.00191815725864451	0.0450441472692044	-0.0277745341170328	-0.143319412663726	-0.0686651523400491	-0.105141645706749	-0.0635347082816008	-0.277201843711978	-0.112263175974418	0.107244825672005	-0.0997397527097508	-0.0740948976921775	0.165395070558183	-0.341392630148819	0.00205508117843113	-0.203317196867502	0.0610546138073273	0.104391123104176	-0.0369459484814561	-0.0783695017673068	-0.0946089436619313	-0.0195786660564485	0.00440866843296256	-0.106524985478377	-0.0159749440672921	0.00338436704235035	-0.161352306398639	-0.12108107180215	0.0499094785553505	-0.0573846608388109	-0.106303783292352	0.329196997731696	0.131349453213135	0.0436416192142751	0.0155208261789255	0.00311467423985505	-0.0210718508964992	0.0104021493701002	0.0584994381199019	-0.137028105248632	0.0564229460421971	-0.0796953857075938	-0.190591184997598	-0.0684383427524792	-0.0501671392676497	-0.124182203645868	-0.0898384640575742	-0.0380043137864501	-0.0319660948533521	-0.138289877027602	-0.0492124007365241	0.00748092683664488	-0.165872837549183	-0.0584291984833364	-0.0677969114535167	-0.00265461999893448	-0.0169465755359271	-0.156336970380753	-0.0619984865202269	0.0102609728187835	-0.0693956863511848
DF	-0.051025154463582	-0.455342471069966	-0.13435450179222	0.0877046063959527	0.077353256786245	0.0772823317424469	-0.0233310360330139	0.00950001413865814	-0.0820343045188964	0.0452245365162629	-0.010482094407034	0.0136635672567664	-0.0124804920865814	0.0241967573297776	-0.0392543327248294	0.00217517085662076	-0.191905245755384	0.0220143002840086	-0.366090770095593	-0.0523355478147941	0.0493087961573744	-0.197012955246591	-0.00449496953927952	0.0257567946110676	0.118318534537043	0.189110688296391	0.0761580485070897	0.0514068693418557	0.101856256999277	-0.221410988456848	-0.00525239139785709	-0.112509939390271	-0.0900014364545251	-0.125645210010804	-0.101210925906855	-0.172909491430742	-0.177875689519224	0.0774127888807873	-0.00053247891577497	0.00949397689662444	-0.170561015744015	-0.103381963047566	0.138642267971054	-0.10965734374885	0.175558052067433	-0.0465814553976443	-0.00357393093427159	0.0144984642400806	-0.248529698908713	-0.00103429237417403	0.0795727598617905	-0.0801586403415367	-0.153399379257283	0.387832166250745	0.0786828699577977	-0.112493489096238	-0.130140121386144	0.0357868381136944	-0.0656106382716172	-0.0925094270136635	-0.155907168428251	0.132738619304077	-0.587814833464947	0.100745442998804	-0.0145981795194106	-0.112179976140836	-0.0982138776098138	0.0467057755233603	0.10965734374885	-0.111279552536907	0.0177447814755723	0.0408752489625965	-0.0929214358792055	0.0465828352753509	-0.00944709741901739	0.0609064397385056	0.0298402455117031	-0.000837791067170316	0.217269647419306	0.06210433637168	-0.175996646356295	0.126360933339106	-0.0422661885772513	0.0205947528045006	-0.114619205711002	-0.011405380628286	0.10965734374885	-0.00188178829391541	-0.563264690108068	0.00080039916656567	0.016880185100139	0.00950906522440745	0.564492187717975	0.249109464786002	0.057860841303265	0.0592535317714478	-0.260056105456275	0.0483612198996182	-0.0379483723389471	0.0137799500817924	0.0629458861976305	0.0202402654221771	0.136860495231561	-0.101086345929038	-0.361325706824863	-0.0573795490141814	-0.0580678817390172	-0.284471194064197	-0.143674479224228	-0.0298916651337597	-0.0334504426042285	0.00138516109620461	0.0927969663517733	-0.558570092517308	0.00188486211955635	0.356909161653782	-0.0865226104914204	-0.0188198603038469	0.113797585659087	0.00805016171407719	0.10965734374885	-0.0682702494215393	0.0443329559075873
Avocado	0.0482488806099822	-0.161619522761823	-0.122579640665755	0.081885984078139	-0.0044808646936105	0.0840278687685821	-0.00807910635878378	-0.0398235432083333	-0.185717860134947	0.13227858665888	-0.00124914014479296	0.111393413266469	0.124086149045461	0.0434089934660115	-0.070113387881117	0.000569267242220932	-0.253697928845894	-0.0642498798639243	-0.22067742813463	-0.101861997707455	0.0308359926987072	-0.0976018571727682	-0.00177922631188751	-0.0587338365628674	0.134893342886072	-0.0841723882157199	0.0224870467562866	-0.0570125012182442	-0.0747650668733998	-0.386361810503892	0.0560708420594108	-0.0545378974029656	-0.000341665302170087	-0.173556598891122	-0.14786593027365	-0.0471651014045999	-0.120435528292485	0.000741621779152118	0.0227899172055744	-0.0137205094036354	-0.00149353581222672	-0.146410395995224	-0.0040617516239727	0.286378255261876	0.0507555765556143	-0.259088690619724	0.000354095137108631	-0.091771022698577	-0.206697386791185	-0.143242929967023	0.00237674315298339	0.0205176829281953	-0.105771357240666	-0.00144707785892716	0.0658631905091906	-0.154589668460592	-0.0143147489350863	0.0327626840889528	-0.110562838015638	-0.186164319393721	-0.102040751090226	0	-0.014325391224721	0.0975520506529928	-0.00204688580400027	-0.139147567661265	-0.0409320306347377	-0.158981572117866	-0.146199880672642	-0.232053643589751	-0.0375351885844242	-0.0202549710587328	-0.0354351966077203	0.00932436857126142	-0.00435482928124948	0.0352231967656483	0.275786609485957	-0.000474164399806968	0.284267198605408	0.00923461539453263	0.0294112469272277	-0.0232684183537505	-0.0241661457021464	0.0189797316852219	0.0100281203024353	0.0855862340685554	-0.259484106259947	-0.00177208657683258	-0.0561796199751703	-0.0101630327954936	0.0239477882874871	0.0250675844121603	-0.137995841978968	0.00127505052191885	-0.0277386250606861	0.0371729819601112	-0.0268106227599299	-0.0202925848697492	-0.0934795616551437	0.0111756911706876	0.05254244364505	-0.0176106118178622	0.0869355995748011	-0.00377150427411829	0.00102910228655923	-0.0651331327438089	0.000790857175484824	0.028388346777484	-0.158023422841347	0.18532432234778	0.0197433446068664	-0.0201503762672945	0.0939529032309501	-0.0421433263355459	-0.0109487132322164	-0.0685049911242542	-0.0791786055124646	-0.0588595235662233	0.00105949894091472	-0.0811525536208868	-0.139610154180298	0.0507835694134824	6.96479667352098e-05
RMD	0.0875926837917786	-0.0192029416192936	-0.0325110634332697	0.254489489890281	0.00151664721650887	-0.0188801889154637	-0.00821852879487846	0.00127306294565421	0.114107708988275	0.00119014650635828	-0.0377943091497664	0.0908754708350165	0.0748987215644781	0.00884117538842771	-0.0323054787687986	-0.000654986845498141	0.0580159875034096	0.21535533416678	0.155258186223089	-0.0991474095457593	0.0693749369270719	-0.149178558749096	-0.029463453927693	0.0599385325417084	-0.0345803709518128	-0.0694147163882055	-0.0241551614730537	-0.0265712382755071	-0.0745475867819993	-0.328170075088593	0.182987598331123	-0.175226712720643	-0.0538773292865787	-0.132697050870086	-0.0647524189142522	0.093884920389505	0.107047407776633	0.0749022113838242	0.0996130775430788	0.0928283070471025	0.00430798495799483	-0.0846771367788149	0.00841672391247386	0.258737683079357	0.127135386835306	-0.290633138249733	0.00109135039329007	-0.00435438574532012	-0.117651716597202	-0.0623003003995213	-0.0765015661467294	0.015605118903476	-0.151954447705372	-0.045341219177184	0.0260606572215798	-0.431973494379617	0.147798233872033	-0.00437092701660079	-0.00929928286135017	-0.212863954260012	-0.0468929143986797	-0.154876852195166	0.0159655404537072	0.125198443417075	-0.148091148105379	-0.102989057036377	-0.0640741454906085	-0.0391843010389219	-0.314695880233588	-0.168415993287788	-0.0639909820023731	0.0544499731609182	-0.0919797987686143	-0.0131097057107541	-0.10412847559053	0.204413317309108	0.224110793818495	0.000255240062117475	0.0675615808616853	0.00614754723136754	-0.0224974879720433	0.407745701895088	0.118271291310177	0.0402657337029054	0.170053979957255	0.153886638166904	-0.0952521228610757	0.000626555796532293	-0.50091606716466	0.066095181712031	-0.063102991229284	0.024768878424043	0.0200925060562884	-0.00379530028614724	-0.0322641022257429	0.185999586882704	-0.0935215590513386	-0.0357990019133879	-0.0904626549887516	-0.092108812126739	-0.0297776200147814	0.0630457410291099	0.229820241806996	-0.0272954585958946	-0.0349336043796264	-0.041442162222331	-0.0499020775399908	-0.102889815511822	0.000143898985352118	0.0120153112205895	-0.00195563043852269	0.150955128029234	0.123476051424447	-0.130561674881994	-0.00255085206454609	0.103913992777599	-0.0186621305102013	0.0329290554662947	-0.0585401787416686	-0.11049180449367	-0.0491937095105628	0.0127721882757675	-0.130246975973184
AXOS	0.0969730796924141	-0.110787297162364	0.159440549976758	0.15091483584615	0.00449509590147597	-0.046410552759754	-0.105847727064289	-0.00267754634187679	-0.199622352712809	0.11247842729987	-0.0355014896552587	0.0942182831813241	0.0476519887229142	0.0638615645370967	-0.207942898402667	-0.00538315378036121	-0.0547645291201653	0.00145282822995466	-0.233989183830192	-0.0423350723635412	0.143529514541078	-0.0646130822601146	0.0005957619803906	-0.124307049866958	-0.0261650358341312	-0.0378243114020022	0.0363397602533831	-0.0781317294169779	-0.212945960799052	-0.252536916250975	0.10786030115562	-0.0888538205210597	-0.0524209403114033	-0.0384131570247381	-0.111153936109554	0.000750084501787468	0.0184252252777833	-0.0359049718988262	0.19666700255058	0.106187106629264	-0.0806449921154304	-0.149147032343131	-0.11164676846688	0.237528049684483	-0.014081855049027	-0.353764798098743	-0.000156950064281082	0.031422388657282	0.0523352377286049	-0.141338020609186	-0.0170027202170812	0.0916184172036019	0.0117851521539886	-0.11382654123767	0.0564588520454084	-0.0663457966568829	-0.0616567345155255	0.031460512359963	-0.166362536513053	0.00193671913176041	-0.159186001609679	-0.15421955990922	-0.0501472884370681	0.107156648643158	-0.128778061819209	-0.164266665247093	-0.0330454984798623	-0.232609621401901	-0.25105476494666	-0.139867979847133	0.00776010274390272	0.170947506225807	-0.09695419555421	0.101182106747903	0.00664428857810421	0.000255250234184465	0.138636345134718	0.00176385182420558	0.168487687569072	0.080823835885298	0.147769352931349	0.400358935617393	-0.160136452840084	0.0607844882902122	0.25568375381308	0.299930471407079	-0.166068446674685	0.00311259195543499	-0.212121756561991	-0.0773073062200686	0.140710736417938	-0.0443565117711737	0.0923536714077182	0.0372040140887492	0.00483009135645612	0.135085318654471	-0.0475962600256204	0.0592980503332782	-0.0744642805496534	0.0526495965427521	0.0362762356265944	0.0515989214346038	0.111060418522912	-0.00546928924139706	-0.0200622532011882	-0.0346520602381589	0.0216853860254476	-0.0436065509642275	0.025409389278164	0.0734777207601119	-0.0131357246485106	0.15348423826973	0.0986725279822901	-0.166521789695323	0.0023942637838115	0.0783653802034631	-0.132519036436903	-0.0943092646857266	-0.0801606253262468	-0.179018513724972	-0.199874333872886	0.0357964340186325	-0.182135937645446
MSPrebiotic	0.10714679905458	-0.112964579070968	-0.355852765700628	0.0950403678368353	-0.223183914813547	0.106739793543927	-0.233816298387621	0.0260016928390494	-0.0695706393417961	0.264875334596911	-0.0167793415554912	0.141963540220439	0.111288718801691	-0.0153351768563323	-0.0561884214812627	0.00411553249471205	-0.11309657239378	-0.00067179805575631	-0.071220178450116	-0.0252403112558533	0.176169463586911	-0.00157981046188489	0.000606504513694675	-0.00251760538315337	0.166795337348093	-0.0119300061205937	0.0453514193663982	-0.0146455979835758	-0.218532687900863	-0.218130479175376	-0.00134288808681087	-0.0714339282953764	-0.113869586479365	-0.141929239396636	-0.151399846442959	-0.0344834124196728	0.000488309815842554	0.0878663071299271	0.00854609235501457	0.0468611416394384	0.0308054023352819	-0.0586760647316115	0.0105555789006479	0.0927272357945083	0.132851228701541	-0.043631458596377	0.196041493880679	-0.00653553308719246	-0.134937800483666	-0.00667869752568981	0.259527299257471	0.145011908884238	-0.0597002868848785	-0.108966073815262	0.220070256852529	-0.0949047087900484	-0.000779796390775943	-0.00496474831903479	-0.206811982393778	-0.118965195602	-0.1243325492721	-0.0350390820497618	-0.275969425642072	0.0321895767852046	-0.0419058259293246	-0.0750994142892577	-0.134783067216477	-0.00221734851477048	-0.0703862268358149	0.00831424502469646	0.159539236075239	0.050509075199282	-0.130702790858315	-0.0175453661281288	0.0234052294127137	-0.0825932479325964	0.114288843647257	-0.010568556922319	-0.024852480907542	0.0342323237439725	-0.187626116923726	-0.0320300914281724	-0.0630196146638746	0.171245928925061	0.0478227896161757	-0.0110435748509949	-0.000805181034255961	0.0124780640807572	-0.329745353738789	0.104572726912888	0.151328060855845	0.0212646417193349	-0.0574976345808638	-0.0509772625742848	-0.166050520672442	0.220502902246039	-0.164160452217531	0.0875083567780826	0.0110522513718377	0.0825342305575225	0.225258588284904	0.21776994986227	0.00392548927100787	0.0194672616777617	0.00718525053342867	-0.0303871469822887	-0.000455356864906665	0.0967770834155165	-0.111249746129052	0.0434936404045522	-0.00112124959707577	0.00925773062191946	0.251449527430914	-0.117345153373656	0.203228169609707	-0.0607222795878394	-0.023165628641246	-0.0074042786548669	-0.0444595220318614	-0.119391726804143	-0.0193695346308271	0.0759653925037897	-0.119810368762524
RS2	0.0330266680624999	-0.138315648925557	0.10500488083972	-0.129392814468947	-0.0353139861044942	-0.113664615453309	0.00599844056355049	-0.0654056423006586	-0.0988759106342707	0.0363985476266295	0.0233203871053263	0.154543356081551	-0.0575766168019706	-0.0222246560231363	-0.0567930154820243	-0.0374663256586866	-0.0837208234607197	0.0426366628962889	0.0248251219302625	-0.0491193389939227	-0.0331282619465525	0.0389891109444114	0.00214160901914146	-0.0340842219594867	0.00949626795417556	0.0496789002716447	-0.110567331790221	-0.028582673110465	-0.123065163143995	-0.100064252912898	-0.114397087127946	0.0366582556018743	-0.0013914436655706	-0.207893660716607	-0.0793216436258541	0.193403460696463	0.0554703831347293	0.0645968063598232	0.01129947204077	-0.0611385286137012	0.031451705501163	-0.183069415990179	-0.0201800239508824	0.783388928164613	-0.158351118605435	-0.124196845010734	0.0253075889879147	-0.0260525492419946	0.0139692907829204	-0.121256577333192	-0.00687329110096413	0.0647465524838211	0.101837839402557	-0.0862553619282567	-0.131431137775027	-0.0134590989269587	0.110212487482235	-0.0722972208109864	-0.11168516089269	-0.0969569838417719	-0.331818186502639	0	0.238680442298709	-0.0081362608655701	0.0158626556298845	-0.0240102806542805	-0.0640319739360776	0.00966227074667128	-0.365864542967992	-0.0658580250836708	0.00547313586680821	0.0202757531504244	-0.0825104825005542	-0.0307735982895539	-0.0285539874677618	0.000688111728233476	0.204821056938465	0.0105337744991597	-0.0791655819937918	-0.0512263903847758	0.0917359246520505	-0.0249174795080662	-0.108976046351023	-0.00970074989371722	-0.0542187649160395	-0.0812438918290543	-0.508433807781746	0.0361271994117475	0.14847868372493	-0.0433620961270291	-0.0165287353980616	-0.02082116489249	-0.140650274495721	-0.0378015338722643	-0.0229614346090878	-0.053591871632265	0.123568973512556	-0.00677398464305058	-0.0396335506146979	-0.0684111912155303	0.00897710453236942	-0.0887648461649477	-0.00930399494359207	-0.0815341465246492	0.194883689967881	-0.230235298881601	-0.0433866762103941	0.0821088399653814	-0.020149256915304	-0.252799494879545	0.0206172407085953	-0.0142860119908373	-0.0149427993399886	0.479127818276453	0.0054441394329067	-0.0935166614219721	-0.0826617571163384	0.0303908943543528	-0.0808015394512191	-0.0789138198036779	-0.405315684640999	-0.0565650966632828	-0.0738919581566746
RG	0.218993295455051	0.0117333099825616	0.231793876149286	0.301233941822112	0.0630802759631304	0.0767183489720406	0.199180586119126	0.172754330171896	0.0506158662548003	0.019688612395596	0.20420894945391	0.084509438367312	0.0719024705119294	-0.0687208438820483	0.254935389289498	-0.0236956525014609	-0.145587236202211	0.0694252651743912	0.0185937927732033	0.219454884821027	0.0719107027661056	0.12002509795457	-0.0314899294365517	0.151603896536193	0.304369844663482	-0.136214682497057	0.0531188605138781	0.0670700674523211	-0.123204217365958	-0.055704396981483	0.417371254171473	0.0752663547507641	0.268844904317545	0.0735532877592241	0.2232366870003	0.0522411313697901	0.0529847588154376	-0.0932928150276529	0.0120090084358404	0.0439421488474479	0.0405746703109433	0.153465418753676	-0.0502443104938806	1	-0.119818389805711	-0.0371480575867767	0.047351441171873	-0.12185823590746	0.0469484988877202	0.212974005303128	-0.0546365286166417	-0.165763598607527	0.14379996801612	-0.0385276452871172	-0.164904925126121	0.0652471111324259	0.00459616076959032	0.180032143518407	0.126082492822635	0.165387230054595	0.232058124639395	0	0.267056898055312	0.027032211301446	0.0755959667687339	0.333499702462467	0.155256510180713	0.230672236343177	-1	0.119530021887033	-0.0269796838122223	0.0129778374646346	0.231271588412032	0.0601784971405082	-0.450332758507886	0.694640384145429	0.361948224657715	0.031582851378222	0.114252047443416	-0.115743113158701	0.146203881982576	0.481755280111654	-0.0140460433063465	-0.0243715086137057	0.0661275751782582	0.0712202165109316	-1	0.0252743850737835	0.0459534524254875	0.0586831354509657	0.0596514325089925	0.0772544273315138	-0.068839382587106	-0.524548815629198	0.0316098078065446	0.111446932078107	0.320793428111142	-0.038810337442979	-0.143125791175905	0.05188951572684	0.00258911163397812	-0.02374741828709	-0.0322012270508041	0.294576089672361	0.0441386972139958	-0.11215847332297	0.12236268816793	-0.410666288819004	0.124709894500115	0.212239207951384	0.2265877383896	0.0391186950363722	-0.0149427993399886	0.136710417263651	0.0765315972570606	0.0322582792622541	0.233756659727491	0.0414509790058265	-0.0880205435025302	0.0043148572859344	-1	-0.0151578526428036	0.2586284607274
Walnut	0.070581917489487	-0.135600469965356	0.0720133707309079	-0.0736949066681678	0.316183414026783	-0.00366354241989289	0.0110855792441033	-0.0141474958585655	-0.0589498669581622	-0.000389519472060225	0.00400683826464536	-0.0274602276840709	-0.0876160119188343	-0.263095527783847	0.106862969123291	0.149000718260885	-0.0711077764807307	-0.0207686862492168	0.0124155486272717	0.0167842957506137	0.104455836624917	0.113037201739515	0.0547548836525217	0.140773329026079	0.0674430151445924	0.0455478553304891	-0.108049597134087	0.0199750063349079	-0.0888460365816626	-0.0157740073703558	-0.285006628257668	-0.0016940755597184	0.157658645276776	0.0751262781469541	0.132303707911966	0.0957208488709605	0.0347468611740958	-0.0852200467437649	0.0254089146712949	-0.120237054595818	-0.101813188230568	-0.100414873686983	-0.0963596139899873	0.415221155884261	-0.166821834319572	-0.0699330447114194	0.00485968263566648	-0.0836107181370882	0.0439106502247902	-0.123362513844082	-0.022621294682392	0.0134587432089488	-0.0147619903349311	-0.0379169841241236	-0.00108855846090932	0.0230213072235053	-0.174339138405256	-0.0380674081481743	-0.158375245612294	0.251987747676991	-0.0987458053003304	0.104791511262601	0.150188925363547	-0.0123461473217429	0.0834800527757501	0.0559767479951895	-0.0238359510601341	0.110171551049439	-0.114845457353202	0.128458192426062	0.0426306112870959	-0.0820104632194578	-0.012164161631781	0.103407423538844	0.00374412172896269	0.00281917334584601	0.0369269267164225	0.00630660626794898	0.0949130890713691	-0.0116064754354698	0.0669598883663552	-0.0417144850221781	-0.129188818117352	-0.0121084585231537	-0.160279680721753	-0.0211933374469307	-0.702773857320972	-0.00485391240727157	0.113815771060045	-0.00114323183502348	0.110832907463434	-0.0139579537539193	-0.0749166140214459	0.0516264020243958	0.0657366878610307	-0.0723233824499	0.00585694178962912	-0.104165676882917	-0.0648225380305831	-0.130987619915474	-0.0938357466640558	-0.0482582870613858	-0.145741874037472	-0.207546874940375	-0.058740073197005	-0.0182623860063395	0.0675233415345382	-0.277195747705516	-0.040576097057833	-0.0256744997965968	0.0794390724167838	0.0921511719081121	-0.366168674057149	0.112906583558536	0.0485873919189913	-0.0941525226474003	0.0845821163498572	0.117184363530522	-0.174819444567615	-0.201427230848861	-0.228616705603884	-0.364464019403924	-0.0380035186889309
