	Aneurysm	Atherosclerosis	Cardiac Dysrhythmia	Cerebrovascular Disease	Deep Vein Thrombosis	General Hypertension	Non-Specific Cardiovascular Disease	Non-Specified Cardiac Ischemia	Pulmonary Heart Disease	Brain Damage	Epilepsy Related Disorders	Motor Neuron Disease	Parkinsons Disease	Spinal Chord Degeneration	Hepatobiliary Congenital Anomaly	Non-Specific Digestive Congenital Anomaly	Non-Specific Neurologic Congenital Anomaly	Pubertal Dysfunction	Diverticulosis Diverticulitis	Functional Digestive Disorder	Hirschsprungs Disease	IBS	Non-Specific Gastrointestinal Disorder	Pancreatic Disease	Growth Hormone Deficiency	Hyperaldosteronism	Type II Diabetes Mellitus	Unspecified Diabetes Mellitus	General Thrombocytopenia	Hereditary Hemoglobin Disease	Purpura Other Hemorrhagic Conditions	Spleen Disease	Biliary Tract Disease	Chronic Liver Disease	Non-Specific Liver Disease	Allergic Rhinitis	Asthma	Atopic Contact Dermatitis	Autoimmune Lymphoproliferative Syndrome	Behcets Syndrome	Common Variable Immunodeficiency	Crohns Disease	Eye Inflammation	Familial Mediterranean Fever	Gastritis Duodenitis	Graves Disease	IgA Immunodeficiency	Inflammatory Spondylopathies	Lupus Erythematosus	Multiple Sclerosis Other Demyelinating Disease	Myasthenia Gravis	Non-Specific Immune-Related Skin Disorder	Psoriasis Related Disorders	Reactive Arthritis	Rheumatoid Arthritis Related Conditions	Sjogrens Syndrome	Thyroiditis	Type I Diabetes Mellitus	Ulcerative Colitis	Unspecified Hepatitis	Unspecified Immune Deficiency	Acute Bronchitis	Arthropod-Borne Diseases	Encephalitis	Escherichia Coli Infection	Gastrointestinal Infection	General Viral Infection	HIV	Influenza	Other Viral Hepatitis	Parasitic Infection	Poliomyelitis	Tuberculosis	Viral Hepatitis C	Acne	Alopecia	Non-Specific Soft Tissue Disorder	Radiation Sensitivity	Copper Metabolism Disorder	Gout Related Crystal Arthropathies	Malnutrition	Metabolic Syndrome X	Unspecified Hyperlipidemia	Abnormal Spine Curvature	General Spondylosis Spine Disorder	Osteoporosis	Benign Colon Neoplasm	Benign Uterine Neoplasm	Breast Cancer	Colorectal Cancer	Hepatobiliary Cancer	Lung Cancer	Lymphoid Leukemia	Melanoma	Pancreatic Cancer	Stomach Cancer	Thyroid Cancer	ADHD	Adjustment Disorder	Alzheimers Disease	Autism	Bipolar Disorder	Depression	Eating Disorder	Migraine	PTSD	Schizophrenia Related Psychosis	Sleep Disorder	Substance Abuse	Unspecified Childhood Psychoses	Neonatal Disease	Corneal Disorders	Glaucoma	Macular Degeneration	Gestational Pregnancy Related Disorder	Menopausal Disorder	Cystic Fibrosis	Non-Specific Pulmonary Disorder	Sleep Apnea	Chronic Kidney Disease	Nephrotic Syndrome	Non-Specific Nephropathy	Urinary Calculus
ITFs	0.470630076819862	0.470630076819862	0.479147994739571	0.472756329227493	0.479147994739571	0.463673993258488	0.470630076819862	0.470630076819862	0.470630076819862	0.470630076819862	0.410959195237	0.410959195237	0.135540271924426	0.470630076819862	0.470630076819862	0.470630076819862	0.135540271924426	0.470630076819862	0.485073398775781	0.485073398775781	0.000312099697152642	0.485073398775781	0.470630076819862	0.470630076819862	0.0185622699651332	0.470630076819862	0.470630076819862	0.470630076819862	0.380406903142257	0.470630076819862	0.470630076819862	0.470630076819862	0.0638336317644832	0.470630076819862	0.470630076819862	0.470630076819862	1.14209300434706e-12	7.66403238790198e-06	7.65221875492317e-13	0.470630076819862	0.470630076819862	0.0305093589073129	0.463673993258488	0.0750845281255823	0.470630076819862	0.470630076819862	0.485073398775781	0.000184523155787463	0.470630076819862	0.470630076819862	0.499185636344936	0.485073398775781	0.470630076819862	0.479147994739571	0.0248814396266853	0.00214639349297601	0.276297140690166	0.380406903142257	0.0085328489155328	0.269714407092144	0.0602159170965882	0.0602159170965882	0.335418182660267	0.470630076819862	1.26245693202698e-08	0.485073398775781	7.23649236419841e-13	0.470630076819862	0.0557669702516017	0.0879525283806979	0.470630076819862	0.470630076819862	0.470630076819862	0.10384899463183	0.470630076819862	0.499185636344936	0.169516990007857	0.470630076819862	0.306029801583032	0.472756329227493	0.470630076819862	0.479147994739571	0.470630076819862	0.470630076819862	0.0607389238673345	1.72188287446968e-06	0.470630076819862	0.470630076819862	0.470630076819862	0.470630076819862	0.470630076819862	0.00120420357961806	0.470630076819862	0.470630076819862	0.485073398775781	0.452939317064372	0.470630076819862	0.470630076819862	0.470630076819862	0.485073398775781	0.0126636635167269	0.470630076819862	0.0587695356522725	0.499421577025374	0.205529610104387	0.418854031110339	0.184992568491509	0.485073398775781	0.0126636635167269	0.0601938466953906	0.470630076819862	0.0185622699651332	0.470630076819862	0.470630076819862	0.000151903398316496	0.470630076819862	0.470630076819862	0.470630076819862	0.470630076819862	0.412431354546776	0.470630076819862	0.209359337334174	0.470630076819862
GOS	0.0432562606593603	0.0113670024443473	0.0533456253063205	4.97730068979592e-10	0.489630842933534	0.0123423013834822	0.38100280913942	0.0366148642123852	0.0417894818407059	0.489630842933534	0.0533456253063205	0.0330631844262801	0.0637888896080962	0.489630842933534	0.017062653868511	0.497394368572782	0.316202409150159	0.475321046488741	0.497394368572782	0.0148787764156964	0.330073828953277	0.489630842933534	0.411300543114645	0.275609134058402	0.0049901970907255	3.37794724225174e-05	3.54299933299964e-05	0.104209431663873	0.411300543114645	0.42959732058244	0.172962785121721	0.381186935786797	1.45896055708159e-06	6.07146857621643e-06	0.000104927202068441	0.316202409150159	0.000483832849831608	0.381186935786797	9.02866813574283e-05	8.06307971625688e-06	0.0468916660840997	0.000506477023202624	0.437441276772468	0.489630842933534	0.000198197759605781	0.308565402476231	0.489630842933534	0.0755088472813497	0.156435754880099	0.122695067892522	0.426045339034872	0.0140653206328393	0.441488827812105	0.489630842933534	0.0432562606593603	0.316202409150159	0.0123423013834822	0.402877593084599	1.00637610942785e-06	6.40007131137304e-05	3.86166646757243e-08	2.47237537878316e-05	3.86166646757243e-08	0.334942806083608	0.00168901323419113	0.489630842933534	0.0120860975539012	0.472943510177931	0.421669088475566	0.0840237760071	0.0128017983121961	0.489630842933534	0.316202409150159	0.0128398533967684	0.0299219324290781	0.000137788500151683	0.0531361750830093	0.411300543114645	0.497394368572782	0.411300543114645	0.0128398533967684	0.122695067892522	0.489630842933534	0.489630842933534	0.00110867540401317	0.0204335592929865	0.475321046488741	0.497394368572782	0.489630842933534	0.350713897396568	0.204840489366569	9.8950737548542e-05	0.421669088475566	0.0509422478808878	0.497394368572782	0.0289795031636189	0.402877593084599	0.381186935786797	0.411300543114645	0.000345724881823748	0.435278004326856	0.2220315279433	0.0783301131481169	0.246053374771841	0.135134636354028	0.0432065258487381	0.239150415007363	0.275609134058402	2.69390330591247e-08	0.485054733532297	0.421669088475566	0.0883375789002305	0.489630842933534	0.275609134058402	0.133033890637212	0.278011099281327	0.411300543114645	0.38100280913942	0.0840237760071	0.0123423013834822	0.398549803714767	0.251477290175995	0.411300543114645
RS	0.00669369483995188	5.89167511936829e-17	0.01151674582306	0.378326837273453	0.0514378200886261	0.00113811963683009	0.0514378200886261	0.00669369483995188	9.02733529684392e-10	0.0106119281903652	0.1948443033263	0.280007470760138	0.243835315897059	0.442068069213963	0.152818301467027	0.140272413082793	1.53852316744519e-05	1.21431663805714e-07	4.04172987606331e-06	0.468039732841217	0.414310787373222	0.426227589772502	0.412475679352528	0.217743432413743	9.25002718327747e-07	0.241039573958521	0.473018962335743	0.00680717594394354	0.0735174233393962	6.10031286171825e-10	0.208754632531264	0.000109258410539307	0.00337164247116022	1.6128573780199e-06	0.000109258410539307	0.280007470760138	0.00308975833962674	0.000109258410539307	0.363595394832938	0.00669369483995188	0.00310035004150855	0.0134185445861222	0.469707641633906	0.0904049387481451	0.0767271685126007	0.304604855623324	0.159187218744609	0.00242306138253701	8.17413619464739e-06	5.89167511936829e-17	0.0168194289870079	0.332635388512809	0.000228516655490319	0.391381781016759	0.148596962716644	0.072335063970536	0.391381781016759	0.478261890282093	0.0123359421169035	0.00690909990026306	1.17340477291775e-13	0.285975246719911	0.479463865516025	0.289258006752178	0.280007470760138	0.00128025801391184	0.0767271685126007	0.00533859443873539	0.0563394050947881	2.57499686959589e-10	0.0131420483511254	0.0279158759677947	0.01151674582306	0.0543011775471991	0.00032796535643771	1.67191604594609e-08	0.397346283487649	0.0091005982120121	0.0922852856227252	0.00669369483995188	0.324815333763302	0.0563394050947881	0.00897567325109199	0.361368179316302	0.469707641633906	0.0106119281903652	0.427130140104806	0.468039732841217	0.0134185445861222	0.00866091695508225	0.0857690624987697	0.072335063970536	0.00669369483995188	2.21064651339991e-07	0.00179836707345448	0.129500960179743	0.392105523033964	0.474175040579565	0.304604855623324	0.433970154212386	0.111904125707207	0.00161323169480427	0.117452044389907	0.0342850251339458	1.53852316744519e-05	0.0922852856227252	0.0873444708883977	0.021024701446564	0.0394653370284093	0.220341518242295	0.205814236258799	0.0029159370795018	0.32064008621306	0.468039732841217	0.000250986146116687	0.0707522187896667	0.00669369483995188	0.442068069213963	0.30689386816612	0.000313706017542259	0.109883170431929	0.436117874335646	0.072335063970536
DF	0.175799968234679	9.25107011039443e-14	0.00196382085163135	0.00345148385664204	0.0354783218368037	0.0942510624527656	0.344459753555708	0.394337978111601	0.0537070247049854	0.20282422543387	0.369039152489247	0.403105970704019	0.414040919591758	0.400046370369806	0.217411577020675	0.4410674354189	0.0126263563126667	0.373390283410667	0.000440259991464984	0.163301203159749	0.167595390876909	0.000360950911899982	0.407526794978626	0.344459753555708	0.0293259514738839	3.78534809358696e-05	0.0686976739182555	0.178857208688642	0.0319256426300661	0.000195327046916041	0.38537649114273	0.0490514541667491	0.0571961052549545	0.00304534265617594	0.0202087194025036	0.000351080850927933	0.00906931024150897	0.0737834307589415	0.422567281408972	0.433179205672936	0.00625209076410701	0.0122969267917895	0.194866902491594	0.247635835672744	5.6631374707477e-05	0.130538587593197	0.4410674354189	0.403105970704019	0.00018792400022553	0.414040919591758	0.135396402193374	0.280666471432538	0.000288308388994734	0.00345148385664204	0.0513842374145166	0.00596468541480877	0.00420760340742336	0.344459753555708	0.0989560360791913	0.0229098127943951	0.000104748861793654	0.298652976175366	3.65160666658727e-13	0.0122969267917895	0.414040919591758	0.0124541420437201	0.0400781880477628	0.298652976175366	0.247635835672744	0.00856003027684682	0.345145790789407	0.361227564947928	0.0972482760380555	0.200069599899394	0.410355769202831	0.157148489013159	0.20282422543387	0.4410674354189	0.000106933602342236	0.163301203159749	0.0400781880477628	0.0229098127943951	0.313443349971502	0.384335391067432	0.298652976175366	0.414040919591758	0.247635835672744	0.4410674354189	1.20491983177167e-13	0.410355769202831	0.344459753555708	0.407526794978626	1.20491983177167e-13	0.000457276872034378	0.132577550552374	0.0537070247049854	5.54131510810062e-09	0.248335510017032	0.245816107675212	0.373390283410667	0.103245646170968	0.31907416115214	0.00194867995106033	0.0229098127943951	2.51259101454355e-09	0.298652976175366	0.18048355555358	1.60981260512249e-06	0.0537070247049854	0.298652976175366	0.217411577020675	0.487184369772762	0.103245646170968	5.61113423726746e-13	0.465922479605724	8.37392263759528e-08	0.0126263563126667	0.373390283410667	0.30216593662593	0.438900035487059	0.247635835672744	0.204014076329602	0.0757208564863954
Avocado	0.330830468408339	0.000139102431045445	0.00423268925932112	0.160149695339989	0.479900519693062	0.0842595827443749	0.432917923190956	0.299982495246141	1.71528693147545e-05	0.00135711096887954	0.421694553796492	0.00977678574796545	0.00520584012966457	0.229743818590349	0.0831574977356183	0.492574353471087	4.42605383193068e-09	0.126163256825612	0.00631498763521798	0.0148260457224318	0.405924021141062	0.0150556241181364	0.480923078569607	0.158720785864477	0.157087155726263	0.0521815802324853	0.405924021141062	0.154216862994163	0.0657989236602751	1.52581082645348e-18	0.158720785864477	0.278359429196454	0.485695508779084	4.46953178697762e-05	0.0004842388212177	0.217975622059503	0.00183148373912716	0.480923078569607	0.432917923190956	0.457512448578037	0.480923078569607	0.000627512350309885	0.481430072293237	4.46953178697762e-05	0.195518951701713	2.12649702498467e-09	0.496735709384393	0.025465823678337	1.60306482127307e-06	0.000621338843316228	0.496735709384393	0.432917923190956	0.0120013385586296	0.496735709384393	0.171839196996657	0.00025570738511885	0.432917923190956	0.389967178963239	0.00791395528950646	0.00248284322474405	0.0136995053324977	0.5	0.41239908576786	0.181811734569673	0.480923078569607	0.000797703771576687	0.263841276233137	0.000153006860145734	0.000905690660853193	2.93666618822231e-08	0.265334599248886	0.421694553796492	0.311493461675619	0.480923078569607	0.486678990693702	0.405924021141062	1.02049767814341e-10	0.480923078569607	1.02049767814341e-10	0.480923078569607	0.416808749020022	0.405924021141062	0.40243204778464	0.432917923190956	0.405924021141062	0.0521815802324853	1.79321594446448e-05	0.479900519693062	0.148256204711029	0.475515727626287	0.383368875591436	0.345565770879974	0.000524866501853559	0.480923078569607	0.383368875591436	0.319767827844075	0.383368875591436	0.416808749020022	0.0351827955884374	0.475515727626287	0.196852845237268	0.421694553796492	0.0521815802324853	0.480923078569607	0.492574353471087	0.106465545659869	0.496735709384393	0.432917923190956	0.000106909794528503	2.1364193167324e-05	0.479900519693062	0.416808749020022	0.196852845237268	0.373780453562124	0.405924021141062	0.104941743947892	0.0540448435672482	0.319767827844075	0.496735709384393	0.0547009493982286	0.000590252611705409	0.194090118394092	0.5
RMD	0.0406782088709051	0.381256854618204	0.310926423308177	1.2426920661554e-05	0.433570675060024	0.405461173655706	0.433570675060024	0.460053535081859	0.00443185565729187	0.441985783551832	0.123262140371545	0.00238887641434783	0.123262140371545	0.433570675060024	0.310926423308177	0.433570675060024	0.125149428865471	0.139280638607626	9.02060683246644e-05	0.0127309488585207	0.1423397641026	0.00199155797815426	0.189155236242208	0.101157624712493	0.232113817565454	0.127935220532929	0.346754866623849	0.335828864030973	0.289829612657649	1.92217820709978e-07	8.70449790385954e-06	0.0603734666588261	0.0950600298655014	0.00328340857763295	0.0719472090001595	0.00551465219850599	0.023267064866992	0.0517586180779299	0.189155236242208	0.0215291693283593	0.428995665504722	0.0810840842268246	0.433570675060024	0.000540293056940103	0.00238887641434783	6.34422721169124e-11	0.433570675060024	0.460053535081859	0.00410373501040669	0.0944658516756671	0.0603734666588261	0.415133901725782	0.000479694476109279	0.328610682009833	0.338635646556387	2.50536558603035e-21	0.000495254695539915	0.457328163244602	0.433570675060024	1.17801984255489e-06	0.166169381478173	0.000527296300871866	0.407071965061616	0.00443185565729187	0.00128984005332958	0.00933443547722901	0.0772009245323424	0.126648343859484	2.84637285969794e-11	0.000203275264757083	0.0448252103626619	0.328610682009833	0.0316681583404884	0.4311886653922	0.0603734666588261	2.29986547014216e-06	2.02173723485446e-06	0.433570675060024	0.0810840842268246	0.449928725532623	0.4311886653922	5.42285799707976e-09	0.00551465219850599	0.292387400077271	0.000181511597711659	0.00121346491636944	0.146279639354377	0.433570675060024	1.57833398189315e-20	0.378374414738365	0.101157624712493	0.292387400077271	0.367661381451781	0.417705321697554	0.31432921754593	3.42808227559412e-05	0.0513843836908273	0.287317540979502	0.0448252103626619	0.0215861786327911	0.31115323411768	0.126648343859484	2.70093755558375e-07	0.326246469666003	0.256557896840156	0.326246469666003	0.165283876733645	0.310926423308177	0.497153427665942	0.4311886653922	0.4311886653922	0.00146533213813909	0.139280638607626	0.00146533213813909	0.348375100504736	0.010770976317854	0.381256854618204	0.292387400077271	0.189155236242208	0.0247605770190458	0.338635646556387	0.431752921385619	0.00443185565729187
AXOS	0.00548705849078714	0.00235461513920883	0.000134231422260795	0.000232903345694864	0.453168516712417	0.0836146506340796	0.0366927499555911	0.48383590211654	1.21782603928777e-05	0.0100816744506212	0.050061741827936	0.01138479033923	0.147226375432486	0.0557335872120205	4.53044915025917e-07	0.31381959588093	0.112446352169416	0.385133891031614	1.82414411436878e-08	0.132702320462755	0.0202876971369444	0.0760220909945733	0.454078265728779	0.00506888103260936	0.31381959588093	0.149458675152711	0.132783904255715	0.0342071601907624	3.52867446615952e-06	2.66885037641233e-08	0.0374861021743505	0.017498279808202	0.0342071601907624	0.10978838607959	0.00465930333763125	0.484380125551056	0.292238654474723	0.197708423637633	0.0596129190596945	0.00548705849078714	0.0258089987801699	0.000101552999443251	0.0366927499555911	4.54637059383465e-07	0.402471514090303	1.82363436099326e-14	0.496371745122766	0.258607390891801	0.120245229113856	0.000117581678656604	0.367940154266189	0.0564139008606806	0.409027467880637	0.00344121569560354	0.11700611935227	0.0603237693190235	0.100254237772473	0.159347665637988	2.14098245856223e-06	0.442251541882241	0.000332043365717417	0.00052883489623033	0.151715292611072	0.0193259722424887	0.00612542136733261	3.1998953777078e-05	0.0867052161343008	8.04074734234962e-07	5.58615524363878e-08	0.000948711887957995	0.462943293268579	0.0117980423392914	0.00642100097591689	0.0137659047511889	0.406301423121247	0.496371745122766	0.00262509021972602	0.385133891031614	0.000160744855617592	0.0836146506340796	0.00036598920698349	4.02876202293614e-10	0.000562680233130115	0.137123833550684	1.82414411436878e-08	2.338147691637e-10	0.00893460112619657	0.417193584111246	1.55450929137464e-05	0.0246078759088254	0.0100647177190376	0.119592000663367	0.0148718828120835	0.215486960783431	0.462943293268579	0.00893460112619657	0.10978838607959	0.215486960783431	0.0899134504755889	0.0899134504755889	0.201725900225037	0.141651314381048	0.0173651677476893	0.265710468859171	0.31381959588093	0.196130212697572	0.261696519417143	0.193401277071745	0.313088791843227	0.0617816747114026	0.31381959588093	0.00156963286078331	0.0866135310507355	4.40679640220103e-05	0.462943293268579	0.0449237680729544	0.000650284841166268	0.100169770211454	0.119592000663367	1.08740165751247e-05	1.21782603928777e-05	0.258607390891801	1.0141772504205e-05
MSPrebiotic	0.0121416579618428	0.00885802160670364	8.2968838726445e-16	0.00538439544459336	0.0121416579618428	0.0391747401100888	1.19711009754589e-07	0.364557309852678	0.140375126088314	2.93129892774304e-09	0.292985553254828	0.00424009839898176	0.0177893717748681	0.442559233467895	0.0945894920796706	0.453313462520828	0.0119052363133624	0.494977532758353	0.255024320950594	0.367821168320474	0.00172958091948011	0.445920899718628	0.494977532758353	0.494977532758353	7.08493491627859e-05	0.453313462520828	0.140375126088314	0.416070399925711	0.00108738056892176	4.91971654168108e-07	0.494977532758353	0.0666467821831404	0.00250037079374449	0.000926268814085996	0.000535372479185723	0.140375126088314	0.494977532758353	0.0177893717748681	0.444087241451361	0.201778435352382	0.415533738879394	0.201778435352382	0.372244488453318	0.433046035096796	0.0233085081602518	0.017302336572722	0.0150826046353189	0.444087241451361	0.00108738056892176	0.464619673736637	3.7142929280404e-09	0.0301251612427383	0.0924402847479655	0.144717290950018	0.000168436947090495	0.0261891286066949	0.494977532758353	0.464619673736637	7.29205544362466e-07	0.00538439544459336	0.00732618770675056	0.363665389544665	0.00108738056892176	0.44309006255891	0.316658852411262	0.0480979826042995	0.00131421524196759	0.494977532758353	0.378524705826505	0.44309006255891	0.000926268814085996	0.415533738879394	0.00185430683782726	0.433915234180533	0.267327701258143	0.067363774283415	0.0261891286066949	0.44309006255891	0.372244488453318	0.351852818282605	9.92379622587695e-06	0.137837121910874	0.403327612864909	0.000214405134034239	0.351852818282605	0.44309006255891	0.494977532758353	0.351852818282605	0.000295318791418747	0.0523667545011694	0.00247361236603587	0.433915234180533	0.140375126088314	0.408114465054437	0.000101847011505546	9.92379622587695e-06	0.00137628486703055	0.0885779425171816	0.44309006255891	0.056876488542796	7.14580151761958e-07	0.00013179459367908	0.494977532758353	0.44309006255891	0.453886254242086	0.315869319944388	0.494977532758353	0.0162224780487501	0.00370186363579646	0.247416816759553	0.464619673736637	0.351852818282605	5.81952242606603e-05	0.0677020151695988	1.61243271176084e-05	0.131853965888132	0.223130123587941	0.366862859793316	0.451374425156677	0.00300346680513868	0.442559233467895	0.0540967758973799	0.0183283790021513
RS2	0.283936776943468	0.000610507749307626	0.0123211802200254	0.0235714611121187	0.412241088524125	0.000398133902713653	0.456117572751387	0.0440427776835504	0.12654940391073	0.25566174037412	0.290167327969056	0.000610507749307626	0.154328515106703	0.361863665888809	0.131653756432631	0.290167327969056	0.0535847026147519	0.235719529583392	0.455050550767411	0.171507368442093	0.278532290835029	0.25566174037412	0.436258420335559	0.287016080779531	0.478892657611762	0.25566174037412	0.0118335811925712	0.313493272641565	0.0067100000767083	0.0193713678520608	0.0106299131257134	0.278532290835029	0.445673915545921	1.36388983690068e-06	0.0602287307146619	1.9994942803644e-05	0.152596070138668	0.0989047490653707	0.445673915545921	0.131653756432631	0.436258420335559	2.12904513343963e-05	0.416615025037997	1.58280641409081e-33	0.000233851329631983	0.00518116877588297	0.383123790177431	0.118105582177707	0.436258420335559	0.00400462300639923	0.455050550767411	0.290167327969056	0.0161008747801592	0.0357305253786353	0.00372057075177254	0.436258420335559	0.00800798461513018	0.075085883135466	0.00800798461513018	0.134715279040707	2.78182556831373e-14	0.5	1.97934417058527e-08	0.456117572751387	0.456117572751387	0.359677583676331	0.0998351562700878	0.445673915545921	1.15004183653748e-19	0.075085883135466	0.456117572751387	0.436258420335559	0.06016569314511	0.290167327969056	0.361863665888809	0.495977916574797	8.34610619333486e-07	0.456117572751387	0.0609564314656427	0.154328515106703	0.0900919266056791	0.436258420335559	0.00857564289912474	0.436258420335559	0.154328515106703	0.0870732954828687	2.7421099673618e-21	0.303864354486547	0.00631709381840776	0.144228604932232	0.436258420335559	0.303864354486547	0.000610507749307626	0.445673915545921	0.359677583676331	0.172701114445115	0.00404783580630402	0.455050550767411	0.262307560596224	0.0931058166812136	0.453909526775226	0.0252976240821246	0.44103877733864	0.0535847026147519	8.74029445369007e-06	1.33624514111331e-08	0.160450799178848	0.106875031186583	0.361863665888809	2.13583279777879e-09	0.466839381339118	0.416615025037997	0.436258420335559	1.00163573276526e-16	0.385422733230057	0.022841763588416	0.0640183630662723	0.278532290835029	0.278532290835029	0.0640183630662723	2.37263493118738e-22	0.118105582177707	0.0602287307146619
RG	1.51089753254284e-08	0.480984336247583	3.3297022329153e-08	0.00153931046161835	0.44327675692019	0.0491140242809031	1.23090012038029e-06	6.05662799507138e-06	0.355050254301131	0.465602067040184	0.0729150510636704	0.43446896143823	0.0596385716888691	0.387870471016985	2.65715234608496e-09	0.465602067040184	0.0932967915098139	0.276739064531373	0.480984336247583	4.59542941927985e-07	0.465602067040184	0.311587625843107	0.30033418618524	0.000137498931527401	6.59092866230069e-05	0.00106802417053586	0.358079925116804	0.355050254301131	0.00174668014484893	0.465602067040184	6.15831588987686e-20	0.118710008428523	1.64861713909821e-09	0.0442504110409313	1.89914762732396e-07	0.5	0.465602067040184	0.0225891006211279	0.465602067040184	0.425310992545641	0.465602067040184	0.000145270901210594	0.465602067040184	1.44817113582397e-14	0.13807162846001	0.465602067040184	0.5	0.00476153213569253	0.458186902187853	0.00511794346069346	0.328847254861831	0.0650853091802722	0.000319878284890404	0.465602067040184	1.07452157855588e-05	0.309067684952526	0.498003701619671	0.0494133927081551	0.00275310916635842	0.0494133927081551	1.51089753254284e-08	0.5	0.00170085903631623	0.44470017647216	0.206272294732659	1.89379783848405e-14	0.00019620428332706	0.00461405243689053	1.44817113582397e-14	0.00434635201861356	0.357711525372379	0.480984336247583	0.00755120410257157	0.311587625843107	4.59542941927985e-07	1.55951562150108e-24	7.56197307390776e-05	0.443164369816595	0.465602067040184	0.0833156086038741	0.0331219356597119	3.3297022329153e-08	0.480984336247583	0.465602067040184	0.480984336247583	0.458186902187853	1.44817113582397e-14	0.493064484404488	0.458186902187853	0.183544392809484	0.00229181618619257	0.0395972861556646	0.443164369816595	1.64861713909821e-09	0.44327675692019	0.322134357922189	2.60758960358332e-05	0.281351164252154	0.055375943579681	0.293249409859892	0.494054256769641	0.465602067040184	0.465602067040184	2.97104646861926e-12	0.5	0.0525082701237729	0.00579368041748772	1.39216114431678e-06	0.274488878683407	2.86382229532729e-07	9.91468324244055e-07	0.465602067040184	0.465602067040184	0.330550364318807	0.44470017647216	0.465602067040184	1.04381079903393e-07	0.437871329446689	0.465602067040184	0.480984336247583	1.44817113582397e-14	0.465602067040184	0.00096063120294672
Walnut	0.0725111033047699	0.00080685178663013	0.0616355970005534	0.105425747666133	1.99309900800895e-07	0.457160914573731	0.409056780115166	0.299125521752929	0.211360802274623	0.495617425251622	0.480590146542844	0.315811851933398	0.0183816682806064	1.51753252055353e-09	0.0087326772148156	0.000198774747111705	0.136092207501193	0.347943158923448	0.486716219569834	0.409056780115166	0.0181110824813851	0.0129562126995684	0.188781862176187	0.00124339782695691	0.102143633477739	0.208155547429175	0.010661866605112	0.378571326401509	0.0354391706411589	0.409056780115166	9.47012911492337e-11	0.489444656817927	0.000367732926712269	0.0581387285883768	0.00203646517692942	0.0235903895043535	0.253960285188104	0.0457023025920372	0.409056780115166	0.00536655193899315	0.0574258205546384	0.0124814760979171	0.0239373129858801	1.80334681262418e-10	0.000138774723631989	0.0894027536153437	0.477970351834984	0.0212462063275087	0.205228886874708	0.00279088742317641	0.346862764120856	0.428254901067908	0.409056780115166	0.233922155484303	0.409056780115166	0.346862764120856	5.31990810425115e-05	0.248007633574283	0.000141621052204018	3.41821180362966e-09	0.0196641256701775	0.00795949220320869	0.000608293049996917	0.417092649634296	0.0183816682806064	0.135044411266075	0.246897941752299	0.0102738710219515	0.00518153103858215	0.00198415166164023	0.2813956200521	0.0819315399081168	0.417092649634296	0.0137544719739253	0.477970351834984	0.48382636034129	0.244072195850212	0.48382636034129	0.0129562126995684	0.409056780115166	0.201138295772521	0.277998213284615	0.00170494273190865	0.409056780115166	0.000131129154808049	0.253960285188104	2.04580065395793e-25	0.409056780115166	0.0380238899540143	0.417092649634296	0.0212462063275087	0.409056780115166	0.0418294025316676	0.253960285188104	0.0857643076007309	0.0635806296121448	0.466886159030328	0.0165719602337729	0.0724199149243199	0.00178332528611681	0.021526197212485	0.166642876483461	0.000608293049996917	2.30876855708483e-07	0.105425747666133	0.378571326401509	0.100192108774861	2.23386352584406e-05	0.248007633574283	0.323489719977933	0.0605369189528512	0.0212462063275087	0.0137544719739253	0.0380238899540143	0.168584842561394	0.0181110824813851	0.0241289194825951	0.00304533822413296	6.81177104281869e-05	2.02438207634388e-06	2.37690464145328e-08	1.21141748056175e-16	0.233922155484303
