Disease	Dimension 1	Dimension 2	Dimension 3	Dimension 4	Dimension 5	Dimension 6	Dimension 7	Dimension 8	Dimension 9	Dimension 10	Dimension 11	Dimension 12	Dimension 13	Dimension 14	Dimension 15	Dimension 16	Dimension 17	Dimension 18	Dimension 19	Dimension 20
Androgen_Insensitivity_Syndrome	-0.311036672	0.196041977	-0.348728552	-0.081433467	-0.076829272	-0.272946658	-0.285586995	0.181056931	-0.445584908	-0.89529958	-0.225476583	-0.388331962	-0.081452364	0.017301195	-0.053614686	0.117812393	0.038961597	-0.024755361	-0.107975504	0.008035181
Bartters_Syndrome	-0.870297672	0.866557171	0.444870933	1.66942284	-0.078120081	-0.08687855	-1.56589396	-0.241224872	0.929680405	-1.250505197	-0.768779882	-0.864643046	-0.346827078	0.624097246	-0.030927785	0.082047178	-0.144284756	-0.148596336	-0.226100154	0.007543032
Carcinoid_Syndrome	-2.08339229	-3.340419862	-1.202748273	1.127613045	0.519288551	0.46856756	0.529376875	0.573272117	-1.395046122	1.530675239	-0.188930886	-1.047119094	0.790159834	-0.781830205	0.566918146	0.860904786	-0.456362457	0.259238962	0.328305172	0.003275046
Hemiplegia	1.854353896	0.30444832	3.232911413	-0.80141815	2.197209307	1.177801627	-0.931059266	1.870263154	-0.248061342	0.090820428	-0.633592822	-0.754415385	0.787072291	-0.395648488	-0.319938242	0.355696073	-0.793124519	-0.304935336	0.410655847	0.005387538
Congenital_Hypothyroidism	2.800724958	1.907986233	-0.599168802	1.825235615	-0.092374899	0.740301178	0.771140817	0.861792413	0.599011577	0.960294072	1.383828977	-0.312580764	-1.30265898	-0.167243152	-0.21808363	0.816890996	0.929140787	-1.638924819	-0.229137927	0.003360995
Diabetes_Insipidus	-0.167400218	-1.939619519	2.60785343	2.85011837	-0.247422807	-0.55836613	-1.234183168	0.885798442	-0.402119556	-2.43374129	-0.19732508	-0.409941769	-0.233651782	-0.619359144	-0.596830891	0.927029442	-0.103916252	0.348633361	0.770425785	0.005488393
Dwarfism_of_Unknown_Etiology	1.968431219	0.93429963	0.621176527	-0.16400262	-0.20196793	-1.570037665	-0.052615802	0.27882097	-0.773449226	-1.127989415	0.734583818	0.295474575	-0.059852268	-0.661755267	-0.322629509	0.80217155	0.226475097	-0.055988483	-0.127133284	0.007957592
Glucocorticoid-Remediable_Aldosteronism	-0.026003623	0.097028307	-0.52866152	0.014417998	0.19008647	0.029436692	0.0660001	0.077588076	0.242354832	-0.412773996	-0.032575964	0.082339005	0.18230481	0.22467458	-0.071043988	-0.065564307	0.10181594	-0.078852344	0.011986347	0.015838896
Goiter	1.047556915	-0.762213199	-1.802725501	1.525383966	0.140799616	-0.933601202	0.889609731	1.670432946	-0.467664902	1.062918844	0.888159349	-0.09828071	-1.396167982	-0.839937058	-0.440894775	0.99666869	1.011358534	0.296847969	-0.144543158	0.010142575
Growth_Hormone_Deficiency	1.519313385	-0.654132996	1.697658034	3.104232996	-0.281095078	-2.580798819	-0.904304316	-0.484477207	-0.359811816	-1.008128747	3.482167495	0.418522084	0.013195803	-0.202643745	-0.518715907	-0.035321593	0.494988722	0.166505958	0.724890249	-0.011399669
Hirsutism	-1.64028968	-0.6824421	-1.201107953	2.422109309	-0.792946724	0.267817423	-0.592534116	1.412056429	-2.127997043	-1.049118015	0.868395164	0.602813227	-1.439787011	-0.330129269	0.081989789	-1.040256529	-0.099377958	-0.448771137	0.142651567	-0.010274221
Hyperaldosteronism	-1.798792638	-2.652050915	0.8413873	4.058949093	1.368555571	-0.432397371	-1.889135976	-0.463863983	-0.481503656	-1.279244235	-0.761321489	-0.175447988	0.111229832	0.784864677	-0.210166465	-0.053017333	-0.125341745	-0.683185531	-0.240988705	0.008852845
Non-Specific_Thryroid_Disorder	0.400564447	-0.513232336	-1.336995619	1.886453677	0.286686837	-0.660226071	0.511796641	1.759572604	0.102772878	1.042234653	0.651980135	-0.056018642	-1.164977667	-0.441627574	-0.2492935	0.728709298	0.915769924	-0.02591758	0.021277162	0.003989861
Hereditary_Spastic_Paraplegia	0.451384329	-1.623663588	1.273863468	-3.282258018	-0.9264129	1.091128155	0.582383866	1.092816367	-1.115207024	0.174520615	0.5509006	-0.836545345	-0.321382331	0.13875651	0.426610437	0.495237131	-0.390637847	0.676400557	0.256866699	0.001363149
Other_Corticoadrenal_Disorder	-0.974074432	-1.531306154	0.46233336	2.839858537	0.442151464	-2.250951871	0.943384124	1.03511984	0.112785882	0.501060977	-0.187403917	-0.425062133	-0.005178421	-0.615972131	-0.229262355	0.760799125	-0.725758657	0.297854908	-0.315122826	0.007917632
Parathyroid_Disorder	-0.601038864	-0.764462301	-0.089762312	3.267752074	1.670076576	-1.866271763	-0.587830804	0.178404716	0.848715113	1.26039127	0.633564806	1.450133043	-0.758155202	-1.062301108	-2.706230935	0.90704395	-0.440776964	-0.108022281	0.20417645	0.00644702
Paritial_Androgen_Insensitivity_Syndrome	-0.028729957	0.370903763	-0.581767663	-0.272652006	0.047334013	-0.067719657	0.162089807	-0.043577197	0.02870629	-0.500394306	-0.101253784	-0.034978838	0.285865	0.22586098	-0.111048701	-0.022317095	0.073149467	0.003581791	0.063389634	0.00031625
Pituitary_Disorder	-0.303387178	-1.521549194	1.011839909	3.407439582	0.066284033	-1.007297299	-1.199616968	0.977149838	-1.256668926	-0.345352708	0.490542359	-0.973827462	-0.123695227	-0.598117886	0.304813039	0.842340466	-0.98568997	0.007068873	-0.058311174	0.001800012
Thyrotoxicosis	0.67362392	-0.287765003	-1.308270133	1.337739159	0.851237025	-0.963639841	-0.089713143	1.756041898	0.531831096	1.643489947	0.835326797	0.277867764	-1.456434184	-0.198396116	-0.013740188	0.305803048	1.650501777	-0.868042784	0.416481573	-0.002890188
Type_II_Diabetes_Mellitus	-0.093553337	0.667640893	0.215705898	-0.372897146	0.604896362	1.270917798	-0.512906337	-0.248398134	0.07291776	-1.548730075	-1.143422522	0.030875293	-0.518116366	-0.605550118	-0.737379006	2.126383322	1.28620033	0.098727765	0.429420952	0.003773123
Unspecified_Diabetes_Mellitus	0.466336422	0.165472269	0.661009831	-0.672042824	0.870663963	2.579962433	-0.901957417	-0.994504062	-1.05304699	-0.88588944	-1.196771462	0.664787125	-0.617574342	-1.506889891	-0.368051563	2.73953645	0.781238106	0.107866927	0.360511207	-0.008741101
Unspecified_Endocrine_Disorder	-0.87387939	0.000558063	-1.476089846	3.619044112	-0.199143308	0.306660451	-0.392003337	1.876720294	-0.280752602	-0.092757955	1.129065485	0.214057501	0.613116875	-0.119584342	0.453490092	0.342525035	-1.198859161	0.077497394	-0.283803196	-0.008770016
Unspecified_Polyglandular_Disorder	-1.814495243	-0.370402771	-0.422435364	2.857468035	0.529980775	1.987073193	0.235329491	0.378754891	0.073945377	-0.209445513	0.754489522	-0.422153245	-0.719908136	0.062407869	0.480070646	0.382588091	0.267979576	0.072840686	0.180540616	0.005541886
Acquired_Coagulation_Defect	-1.720612109	0.207451844	1.02831536	1.435184259	2.182058632	0.980404465	0.6872528	0.572523462	-1.631726669	0.663696725	1.004016139	-0.979908397	1.350250429	0.281110952	-0.184302639	-1.258877927	0.746974016	0.534620766	0.407152879	0.00659716
Huntingtons_Chorea	-0.61833901	-1.062037277	0.699848493	-2.363551469	-2.905213191	0.096486039	-0.935170821	0.533132968	1.671719624	-0.364028128	0.097726212	-2.347236541	0.642493933	-0.171474899	-0.053344266	-0.596268303	-0.10882512	-0.51830231	-0.905240205	-0.013018335
Acquired_Hemolytic_Anemias	-1.048786591	2.838752916	1.853744229	0.846287958	0.199371981	2.356301348	0.031777072	-0.225410074	0.25681586	2.397363032	-0.177087465	0.16777197	-1.223679052	0.161954947	0.378253974	0.167294548	0.163286611	-0.458366471	0.021262598	0.000268103
Aplastic_Anemia	-2.433949833	2.025215547	0.961880011	-0.609004653	0.717657909	1.098468778	-1.366914653	-0.034415399	1.016610291	2.047872346	1.083310933	-1.243411354	-1.87809463	-1.172470944	0.747001529	-0.138026874	0.090701572	0.997039093	0.572657791	0.000412362
Diamond-Blackfan_Anemia	-1.978267304	3.618037489	0.08984968	0.005838877	-0.876031832	1.389654205	-0.354673916	0.714379763	0.73746408	0.754694184	0.234107288	-0.993258293	-0.858727074	0.169390991	0.022489892	0.313490392	-0.551370234	0.073031075	0.325263753	-0.010539339
G6PD	-0.748748639	2.511786401	-0.327642683	0.498539989	-0.128494415	1.490811696	-0.040173049	0.025747182	-0.214854572	0.139719836	-0.438050539	-0.294167911	-0.474310503	0.019787674	0.174096895	0.244998094	-0.270392961	0.006258824	0.097650029	0.006174094
General_Thrombocytopenia	-1.200395999	1.132554664	1.271921297	1.081827584	-0.084168275	-0.261800699	-1.246659326	0.057979161	-0.106101688	1.509229755	-0.036752328	-1.674631005	0.122293419	-0.077812644	1.553545043	-1.292851238	1.059920286	0.544983166	0.195517489	0.010339323
Haemophilia_Related_Diseases	-1.562724915	0.998140451	1.045846959	1.590005862	0.80170594	-0.498429364	1.990436508	1.559002186	-1.473149098	0.326891947	1.335486538	-1.618084587	1.215939583	1.937733071	0.39169967	-1.866606611	0.974307324	0.62973014	0.271931509	-0.007886905
Hereditary_Elliptocytosis	-0.476244402	1.075640372	-0.416914634	0.098040879	0.056203749	0.548473615	0.164505699	0.113902865	0.037001422	-0.289845831	-0.2101848	0.041601494	-0.046823407	0.190722678	-0.028079287	0.009866381	-0.033347898	-0.048124821	0.062530679	0.00601273
Hereditary_Hemoglobin_Disease	1.431187683	1.226678191	2.52663368	0.845577914	0.090430706	2.145253689	1.503099101	-0.025495514	0.271386827	0.491580269	-1.176993806	1.474892751	-1.372178852	0.200199409	0.236974274	-0.988232276	0.499646769	0.429204176	-0.938306823	0.002998849
Hereditary_Stomatocytosis	-0.375267017	0.989682363	-0.390920881	-0.114759054	0.111203562	0.488596456	0.193194497	0.198374282	0.079229112	-0.155932532	-0.20022931	0.052086116	-0.116346437	0.241822013	-0.043887787	0.008095777	-0.040657836	-0.064853119	0.062592996	0.001667461
Hereditary_Thrombocytopenic_Purpura	-0.184497352	2.525597872	0.393628476	-0.350091941	0.174639541	1.187450821	0.207790573	0.524280392	-0.713302316	0.359688581	-0.605121118	-0.286252232	0.158213411	0.737541001	-0.264467777	-0.321762523	-0.184395387	0.043791287	0.256389488	0.012731264
Megaloblastic_Anemia	-1.507218349	-0.013996512	-0.38454819	2.946430692	-0.415500999	3.194529781	0.073193597	0.446742397	1.15728672	0.902205288	0.67549044	-0.603988528	-0.0871932	0.311730331	0.193355614	0.552060846	0.344564965	0.274489679	0.022723422	-0.002056747
Non-Specific_Anemia	-1.1202412	0.812560831	-0.097176346	1.089054556	1.161393946	1.621877946	0.544803506	-0.12743229	0.394744922	1.374846011	-0.30236344	0.49614921	-0.72417937	0.054784898	-0.113060735	-0.272220854	0.406497038	0.209228104	0.658678784	-0.009047259
Non-Specific_Hemoglobinopathies	0.394701394	1.825239341	0.218814306	2.168937364	0.307314687	1.758896466	-0.02314781	-0.360332712	-0.234665788	1.572905182	-0.55685806	0.312858447	-0.975673359	0.940624968	0.419598863	-0.588119693	0.551770935	0.562373675	-0.066897698	0.005191753
Pancytopenia	-2.37066645	1.021048279	2.547927892	0.314856099	-0.065466582	0.263884108	-1.634098168	-0.320066521	1.178128465	1.72778495	-0.196450837	-1.305386775	-0.70998277	0.121636781	0.377901592	-0.485249086	0.783786103	0.880898085	0.349571243	-0.008640608
Pernicious_or_B12_Deficiency_Anemia	-0.606967001	-0.232597417	-1.406404109	2.017350505	0.04493155	3.358181982	0.550017708	-0.063394125	1.428344381	0.922845891	0.604437608	-0.271655598	0.699026713	-0.469267355	0.359630572	0.236533347	1.434040703	0.433898606	0.53699902	0.002699972
Purpura_Other_Hemorrhagic_Conditions	-1.021130874	0.759253911	-0.021143602	0.853194538	1.674240028	0.916496327	0.019694174	-1.269481634	-0.487401147	0.063981924	1.900188861	-1.07745778	1.958245577	-0.182576193	-0.240982143	-2.233922709	0.702794954	-0.069956518	-0.344233857	0.006185416
Spleen_Disease	-1.436253801	0.39579441	1.559062294	0.679166459	-0.02521245	-1.838734087	1.283385711	0.104276173	-0.154394726	1.173500261	-1.330497538	-0.561618549	0.027307142	0.042795068	0.562376831	0.345740321	-0.253948829	0.091594418	-0.096819646	-0.003773841
Unspecified_Hematological_Disorder	-0.755249135	1.149198227	0.782676743	1.953630123	0.24187467	0.599295287	0.720033696	0.896989163	-1.185964052	0.806616116	0.289783311	-1.321511178	1.706580162	-0.069222212	0.083985494	-1.74327122	0.225250925	1.026870286	-0.152152598	-0.012322675
Motor_Neuron_Disease	0.330009578	-2.999106713	1.458765141	-2.176548533	-1.160852082	0.79550547	0.77641633	-0.869970382	-0.168734335	0.843070068	1.059987168	-0.19274583	1.22076853	0.248509349	0.044331655	0.119599393	-0.773732966	0.098605742	-0.826761719	-0.005002617
Biliary_Tract_Disease	-1.496491476	-0.440020462	-0.110241216	-0.185629228	-0.008283669	-1.120777013	1.494630609	0.762038364	0.852416378	0.147047238	-1.496054423	0.422831316	-0.693786456	-0.540121345	1.300134091	0.373117235	0.209765384	-0.752693969	-1.151527299	-0.001932606
Chronic_Liver_Disease	-1.712834633	0.301703138	0.925941963	0.512443964	-0.749731575	-1.632697903	0.386882672	0.528804305	0.20479561	0.496636324	-2.441363383	0.197532455	-0.291420994	0.666954143	0.131568041	0.919372523	0.630725493	0.020802473	-0.412054722	-0.000248141
Non-Specific_Liver_Disease	-1.433261583	0.184553739	-0.045940951	0.54184228	0.048863413	-2.354374222	0.623845711	0.435142299	0.397763865	1.086542777	-1.564480341	0.121478699	-0.266069664	-0.081644591	0.86431298	0.323827717	-0.10781933	0.456296454	-0.535496759	0.005156716
Polycystic_Liver_Disease	-0.920085251	1.450044578	0.619211547	0.813161806	1.163460885	-1.960341357	0.264769049	1.025727896	-0.445157067	0.815087742	-0.5351563	0.109954604	0.021825674	1.55721886	0.848786703	0.847553844	-0.334222266	-0.464335825	0.109518134	-0.007472995
Acute_Glomerulonephritis	-1.957273928	2.687823302	1.650205126	1.008095869	1.026550282	-0.317826907	0.354253291	-1.735499565	-0.139114941	-0.499428498	0.500695661	2.267633252	-0.528817292	0.83033234	0.744858031	0.634943901	-0.17461812	-0.855756938	-0.414445625	0.00128487
Acute_Sinusitis	0.763783003	0.29599062	-1.079964459	-0.001966343	-0.816608944	-0.282802741	0.90924062	0.127005023	0.525589116	-1.319286705	0.089401517	0.240732099	0.021890258	0.612679319	0.478346491	-0.552465176	0.190891576	0.002383324	-0.204361379	0.00622903
Allergic_Rhinitis	1.410357394	-0.688669902	-2.204289411	1.062590783	-1.347409668	0.275311912	1.909611878	-1.165897275	0.690080747	-1.666785475	0.412726218	0.997717702	1.255157704	0.28496585	-0.375460698	-0.522878288	0.292656607	0.145503307	-0.444810968	-0.005121366
Asthma	1.306312922	-0.451744674	-0.937531063	0.197342006	-1.300766192	-0.426391833	2.59912182	-1.261306781	0.99417504	-1.15395114	-0.373058177	0.968981719	0.780587153	-0.294637541	-1.421073526	-0.896780235	0.919283332	-0.349890298	-0.009918647	0.004860305
Atopic_Contact_Dermatitis	-0.194371996	0.915290418	-1.64340618	-0.249769979	-0.861182018	-0.040748161	-0.050141032	-1.099748047	-0.184400174	-0.216845793	0.707369989	-0.065261461	0.08094868	0.084056027	-0.034883611	-0.797850422	-0.298649535	-0.655613481	0.266864025	-0.002213809
Autoimmune_Lymphoproliferative_Syndrome	-1.387678	1.067900543	0.108463656	1.001542586	-0.800108738	0.618249039	-0.087439567	0.16825646	0.303622708	0.180676396	0.239984817	0.13144519	-0.261746675	0.269008708	-0.237433755	0.024673813	0.02028756	0.20646407	0.085755999	0.009831441
Ocular_Musculoskeletal_Disorder	2.673408518	-1.069853976	-0.082780247	-0.826561052	0.11437871	-1.104561446	-2.021372729	-1.271965309	0.518522955	0.568504467	-0.432637619	0.477321381	-1.099631395	-0.096743438	0.099694113	-0.212336929	-1.009613001	-0.832299331	-0.395270163	-0.000148507
Autoimmune_Polyglandular_Disorder	-0.672267982	-0.052936531	-0.217693379	1.340456855	-0.224064446	0.49919918	0.055868507	0.224945025	0.320004572	-0.7635634	0.212122294	-0.48074508	-0.101565977	0.03525179	-0.129375224	0.259633297	0.153907813	0.128678094	0.017567747	0.008548431
Behcets_Syndrome	0.506043824	0.859070583	-2.10219413	0.081775566	0.681238668	-0.191335072	-0.12691139	0.935289111	2.435648377	2.159531051	1.162863329	1.079226205	0.377980175	-1.665134046	-1.687922369	-0.528205081	-0.474248029	0.298334126	-0.803737451	-0.005971005
Chronic_Glomerulonephritis	-1.856759288	2.664379708	0.757841855	1.768087123	1.168734982	-0.586451436	0.207835702	-1.963748136	-0.746479608	0.140630789	0.159571041	2.578989332	1.016690976	-0.114860414	-0.222995361	0.168738567	-0.135283832	-1.388957228	-0.037328096	0.004329118
Chronic_Sinusitis	1.1029229	-1.138275521	-1.147879212	0.226560081	-1.384667946	0.039731747	1.405809954	-0.264800895	0.533759715	-1.932832414	0.294291083	-0.277491643	0.353742537	0.465264698	0.644086647	-0.645137722	0.633627437	0.785232577	-0.852287409	-0.00022443
Chronic_Tonsillitis_Adenoiditis	1.276542243	-1.779343918	-0.066283622	0.24026176	-0.984045259	0.132069132	1.353614073	-1.360867186	-0.735993913	-1.46944524	0.016472771	-0.424062305	-1.803858952	2.199010962	0.444335127	-1.409371319	0.260027621	1.071156653	0.840823576	0.006417212
Common_Variable_Immunodeficiency	0.505309976	-0.125620464	0.188327719	1.759501384	-3.556636483	-0.650460785	1.348372055	-1.477547509	1.223549615	0.312990877	0.086897657	0.535576684	1.646610144	-1.549800118	0.226218281	-0.138551873	-0.303173672	1.427720287	-0.547561737	-0.001453416
Congenital_Hypogammaglobulinemia	-1.605361689	2.525253602	0.831132972	0.671364539	-2.537251716	-0.995361399	0.305088453	0.137596651	0.661818257	0.16160363	-0.228397085	0.356861431	0.816199816	-0.766847607	-0.281039523	0.016518226	-0.644316286	0.786401443	0.229244369	0.004573888
Congenital_Neutropenia	-1.093852867	1.982085798	0.235905811	-0.284750239	-0.73585802	0.490631375	-0.181101518	0.235976689	0.649981327	0.009618765	-0.5270453	-0.51597962	-0.06786463	0.1969142	-0.228063069	-0.245702113	-0.206246368	-0.001198269	0.056313631	-0.000555076
Cyclic_Neutropenia	-2.04498065	2.366979694	0.654551094	0.207953548	-1.047930473	1.060841698	0.066287657	0.023503292	1.05226185	0.55783438	-0.348828792	-0.520401004	-0.563963983	0.162971436	-0.425858725	-0.098500315	-0.480704836	0.434511128	0.253112875	-0.003030286
Parkinsons_Disease	-0.38954042	-1.068680005	-0.053309078	-1.696865466	1.157356965	0.663697785	-1.702356999	-0.146684878	0.461466269	3.218969233	1.703447647	-0.606310539	0.984861503	0.260382784	-0.274947774	1.259200785	-0.2643003	-1.21498409	0.920840239	-0.002406958
Cystitis_Urethritis	-1.126954689	0.67579949	-1.062276314	-0.001304634	0.658094121	-0.072851507	0.801532395	1.162123295	1.695706531	-0.784129154	1.441197467	0.508820975	0.117897505	-1.384294639	2.214123964	0.38203135	-0.495059568	-1.05648239	-0.659358808	0.001637621
Dermatomyositis_Polymyositis	-1.246816032	-0.566198903	0.486194799	-0.031135516	-2.166194921	0.022772571	0.778281414	-0.954042577	-1.416513736	1.934574955	1.42773782	1.76285188	0.041827332	-0.685821996	-1.105927349	0.714631576	-0.060701469	-0.320169098	-0.763260408	0.006108832
Digeorges_Syndrome	3.676824017	3.941898628	1.333652186	1.905269892	0.283174564	0.269230092	1.216088433	-0.945431497	-0.850590166	-0.823171222	0.030858048	0.663516248	-0.673596956	-0.870022954	-1.116645653	0.389462386	0.316492204	-0.302659068	-0.406361689	-0.014632615
Esophagitis	-0.200757716	-0.924045699	-2.14921637	-0.431479483	-0.130052932	0.352325231	2.361146683	-0.070064001	1.119296272	1.855426906	-1.226250241	-0.332507086	-0.919648989	1.903755441	-0.214284649	0.770046564	-0.477551486	-0.586619999	-0.774645646	-0.003192778
Eye_Inflammation	1.129028455	-0.696011042	-1.686333329	-0.181350277	-0.676524593	0.25956992	-1.00682065	-1.550362758	0.498727592	-0.384226917	-0.248997634	1.645668467	-0.106996226	-0.187025089	0.524385467	-0.473169803	0.02634108	-0.51738231	-0.600624706	-0.010421116
Familial_Mediterranean_Fever	-1.233402639	1.728370873	-0.159135085	-0.017998201	-1.026536439	0.038245458	-0.650826493	-0.825195879	-0.112477399	-0.06442019	-0.942983261	0.365319137	-1.179086217	0.110464572	-0.128086018	0.337743186	-0.083384378	0.08212168	-0.027733792	0.001433694
Fasciitis	0.31438672	1.932285809	-1.070423088	0.064244225	-1.10052337	0.187794661	0.45333664	0.863444235	-0.594849479	-1.004463941	0.053144679	1.549142571	0.515388062	0.422773444	-0.931684816	2.275296756	-2.17919996	1.377276109	0.052284541	-0.001479658
Food_Allergy	0.944317528	0.086900419	-1.638042252	2.140677184	-2.236931296	0.52597849	1.981372684	-2.180985484	0.794601292	0.859840396	0.699291939	0.621057436	0.335212491	0.530794568	-0.047631493	-1.487901658	-0.733628855	-0.573160542	0.047219469	-0.000815296
Gastritis_Duodenitis	-0.541294513	-0.499837115	-1.621553054	-0.260587831	0.083922657	0.465018323	2.006655563	0.234014397	1.257922555	1.35522594	-1.499915555	0.072049624	-0.800802664	1.539303101	0.269393681	0.357800383	-0.410665352	-0.552013077	-0.671525393	0.012267799
Genetic_Anomolies_of_Leukocytes	-1.367809511	1.591373283	0.943635733	-0.192251532	-0.568621341	0.512829722	0.336681675	0.236469601	1.280350537	-0.413418198	-0.650742004	-0.363787821	-0.275425618	0.572110431	-0.485965315	-0.122432301	-0.254351462	0.196234114	0.037348206	0.003112485
Refsums_Disease	0.254995852	0.212721126	-0.548029583	-0.371534626	-0.051519611	0.223286719	0.086617598	0.150780566	0.332278422	-0.186180777	0.065359142	0.030846071	0.121137685	0.083375527	-0.113586014	-0.069421412	0.02372763	0.020194876	0.059309925	0.012495953
Graves_Disease	1.20300256	-0.527361437	-1.344326641	1.01058818	0.869014455	-1.415340052	-1.087081637	1.754925356	0.677809087	2.115832397	0.644662106	1.213730535	-1.763177863	0.007364707	0.482986248	0.052529528	1.807152715	-0.860917336	0.499239229	-0.008256232
Hereditary_Polycythemia_Vera	0.161058451	2.556805027	0.317109111	1.765196384	-1.408550426	-0.092217987	0.484529583	-1.431076138	-1.116616657	1.77044607	-0.83075513	-1.392605386	1.706971598	0.986103507	-1.047023893	-0.324806827	0.010804791	0.581898883	0.02431943	-0.00608982
Hyper_IgM_Immunodeficiency	-1.351588245	1.584359118	0.058971692	0.540133218	-1.375581968	-0.332310458	0.178793346	0.162582914	0.712685046	0.094447139	-0.014013573	0.250917616	0.312856707	-0.332301834	-0.251509795	0.018002751	-0.37982758	0.468315457	0.236682776	0.01546352
Crohns_Disease	-2.336879297	-1.156965753	-0.941200135	0.84879664	-0.568478243	0.387386984	1.087596556	-1.581796434	0.854035679	0.85318663	-0.517505484	1.804208351	1.972870842	0.510557205	0.346427753	-1.26892406	-1.108767069	0.179715388	0.179449423	0.003038403
IBS	-0.519570143	-0.725810337	-2.472664968	0.603638753	-0.145002503	0.281947746	1.211358733	1.15261302	1.553953469	1.081773208	-0.812608708	0.625286432	0.768587047	0.911874293	0.61288078	-0.543098594	-1.288070929	-0.607794307	-0.724796649	-0.002612582
IgA_Immunodeficiency	-0.715619506	2.079699786	0.889449119	2.499142921	-2.001951259	-1.085794045	1.395842835	-1.018498119	1.79514668	-0.186278596	0.069722545	1.828332181	0.550412018	-1.032539961	-0.048167913	0.337136809	-0.50225829	1.409955946	0.299025701	0.003602024
IgM_Immunodeficiency	-1.008636964	1.355656197	0.149270758	0.742401234	-0.968750467	-0.220460334	0.386285094	-0.013665617	0.550233008	-0.028294136	-0.079865893	0.578335152	0.566443361	-0.234490854	-0.27254994	-0.110137006	-0.322777985	0.480415153	0.210419709	-0.000616177
Inflammatory_Spondylopathies	0.357684023	-0.766927479	0.093840785	-0.175647817	-0.694121766	-0.636289421	-0.292522175	0.679667989	1.00726144	0.907853709	0.841566008	2.145746953	2.510035527	1.075971999	1.665874899	0.37489216	1.766783416	1.248125059	-0.137341998	-0.00100638
Kawasaki_Disease	0.893342057	3.997436453	0.964862683	-1.554342426	-0.365181175	-0.41396065	-0.467209474	-1.756787082	-0.789406855	-0.623995874	-0.72087304	0.337349758	-1.634478086	0.282349218	-0.546891004	0.126746601	0.667465286	-0.93705419	-0.736591778	-0.004419687
